Instancja;Zadania;Tabu200;;Tabu500;;Tabu100;;Carlier;;CarlierQueue;;GreedyCarlier;;DeepGreedyCarlier
Instancja;Zadania;CMax;Czas;CMax;Czas;CMax;Czas;CMax;Czas;CMax;Czas;CMax;Czas;CMax;Czas;
problem22.txt;230;13684;806.2099;13684;1946.218;13684;269.089;13684;3.7393;13684;0.1093;13684;8.8101;13684;4.2582
problem23.txt;240;14976;730.7074;14976;1951.8453;14976;230.5836;14976;14.4127;14976;0.0942;14976;7.1542;14976;6.4254
problem24.txt;250;15527;855.0267;15527;2105.8197;15527;321.0109;15527;14.7432;15527;0.1111;15527;8.8825;15527;4.5604
problem25.txt;260;15740;954.4892;15740;2306.2122;15740;340.4094;15740;7.0294;15740;0.1127;15740;7.0777;15740;6.4368
problem26.txt;270;16519;976.9948;16519;2298.2043;16519;346.8351;16519;10.7479;16519;1.2304;16519;11.7865;16519;8.2074
problem27.txt;280;16720;1008.5399;16720;2316.2802;16720;400.7141;16720;10.4414;16720;0.145;16720;7.3368;16720;10.1563
problem28.txt;290;17326;925.766;17326;2309.4064;17326;356.1785;17326;18.0031;17326;0.1279;17326;10.0038;17326;10.314
problem29.txt;300;18144;1021.8808;18144;2329.3582;18144;365.2129;18144;11.0734;18144;0.9814;18144;11.0934;18144;8.632
problem3.txt;40;8872;528.8941;8872;1679.5046;8872;121.6051;8872;1.05;8872;0.1547;8872;0.7618;8872;0.552
problem4.txt;50;9388;587.8779;9388;1702.3764;9388;165.6076;9388;0.9436;9388;0.1669;9388;1.1108;9388;0.5147
problem5.txt;60;8878;565.5162;8878;1705.5661;8878;155.7072;8864;4.2133;8864;1.0372;8864;1.6155;8864;2.7393
problem6.txt;70;9095;671.7692;9095;1790.5567;9095;191.473;9095;0.3414;9095;0.0475;9095;1.1161;9095;0.1748
problem7.txt;80;9878;570.626;9878;1805.1408;9878;143.7193;9878;0.7504;9878;0.0509;9878;0.823;9878;0.7531
problem8.txt;90;9180;747.0474;9180;1883.8014;9180;201.0254;9151;29.1988;9151;7.0272;9151;4.1363;9151;4.8084
problem9.txt;100;8962;627.8934;8962;1790.2601;8962;195.1826;8941;29.6241;8941;5.5189;8941;6.2078;8941;6.8567
test1.txt;50;3109;558.5518;3109;1739.8344;3109;128.3855;3026;26.6645;3026;7.138;3026;3.7091;3026;4.369
test2.txt;7;53;0.3947;53;0.4211;53;0.0059;50;0.8324;50;0.0139;50;0.0225;50;0.0246
